,Condition,Date/Time,current,power,voltage
514,normal,Wed Nov  6 19:49:32 2019,0.11,1.59,14.29
515,normal,Wed Nov  6 19:49:33 2019,0.12,1.72,14.32
516,normal,Wed Nov  6 19:49:34 2019,0.12,1.72,14.32
517,normal,Wed Nov  6 19:49:36 2019,0.13,1.98,14.32
518,normal,Wed Nov  6 19:49:37 2019,0.12,1.85,14.34
519,normal,Wed Nov  6 19:49:38 2019,0.12,1.72,14.31
520,normal,Wed Nov  6 19:49:39 2019,0.11,1.59,14.32
521,normal,Wed Nov  6 19:49:40 2019,0.11,1.59,14.31
522,normal,Wed Nov  6 19:49:41 2019,0.11,1.59,14.33
523,normal,Wed Nov  6 19:49:42 2019,0.11,1.59,14.31
524,normal,Wed Nov  6 19:49:43 2019,0.12,1.85,14.34
525,normal,Wed Nov  6 19:49:44 2019,0.12,1.85,14.34
526,normal,Wed Nov  6 19:49:45 2019,0.12,1.72,14.33
527,normal,Wed Nov  6 19:49:46 2019,0.12,1.72,14.32
528,normal,Wed Nov  6 19:49:47 2019,0.12,1.72,14.33
529,normal,Wed Nov  6 19:49:48 2019,0.12,1.85,14.31
530,normal,Wed Nov  6 19:49:49 2019,0.12,1.72,14.29
531,normal,Wed Nov  6 19:49:50 2019,0.12,1.72,14.3
532,normal,Wed Nov  6 19:49:51 2019,0.12,1.85,14.34
533,normal,Wed Nov  6 19:49:52 2019,0.11,1.59,14.34
534,normal,Wed Nov  6 19:49:53 2019,0.13,1.98,14.32
535,normal,Wed Nov  6 19:49:54 2019,0.12,1.72,14.33
536,normal,Wed Nov  6 19:49:55 2019,0.12,1.72,14.32
537,normal,Wed Nov  6 19:49:56 2019,0.12,1.72,14.33
538,normal,Wed Nov  6 19:49:57 2019,0.12,1.72,14.32
539,normal,Wed Nov  6 19:49:58 2019,0.12,1.72,14.35
540,normal,Wed Nov  6 19:49:59 2019,0.12,1.85,14.33
541,normal,Wed Nov  6 19:50:00 2019,0.12,1.72,14.32
542,normal,Wed Nov  6 19:50:01 2019,0.12,1.85,14.33
543,normal,Wed Nov  6 19:50:02 2019,0.12,1.85,14.32
544,normal,Wed Nov  6 19:50:03 2019,0.12,1.72,14.34
545,normal,Wed Nov  6 19:50:04 2019,0.12,1.85,14.32
546,normal,Wed Nov  6 19:50:05 2019,0.13,1.98,14.34
547,normal,Wed Nov  6 19:50:06 2019,0.12,1.85,14.33
548,normal,Wed Nov  6 19:50:07 2019,0.13,1.98,14.35
549,normal,Wed Nov  6 19:50:08 2019,0.12,1.72,14.32
550,normal,Wed Nov  6 19:50:09 2019,0.12,1.72,14.32
551,normal,Wed Nov  6 19:50:10 2019,0.12,1.85,14.34
552,normal,Wed Nov  6 19:50:11 2019,0.12,1.85,14.33
553,normal,Wed Nov  6 19:50:12 2019,0.13,1.98,14.33
554,normal,Wed Nov  6 19:50:13 2019,0.12,1.85,14.33
555,normal,Wed Nov  6 19:50:14 2019,0.13,1.98,14.34
556,normal,Wed Nov  6 19:50:15 2019,0.12,1.85,14.34
557,normal,Wed Nov  6 19:50:16 2019,0.13,1.98,14.34
558,normal,Wed Nov  6 19:50:17 2019,0.12,1.72,14.34
559,normal,Wed Nov  6 19:50:18 2019,0.13,1.98,14.32
560,normal,Wed Nov  6 19:50:19 2019,0.13,1.98,14.33
561,normal,Wed Nov  6 19:50:20 2019,0.12,1.72,14.35
562,normal,Wed Nov  6 19:50:21 2019,0.12,1.85,14.33
563,normal,Wed Nov  6 19:50:22 2019,0.12,1.72,14.35
564,normal,Wed Nov  6 19:50:23 2019,0.12,1.85,14.33
565,normal,Wed Nov  6 19:50:24 2019,0.12,1.72,14.31
566,normal,Wed Nov  6 19:50:25 2019,0.12,1.85,14.33
567,normal,Wed Nov  6 19:50:26 2019,0.12,1.85,14.33
568,normal,Wed Nov  6 19:50:27 2019,0.13,1.98,14.34
569,normal,Wed Nov  6 19:50:28 2019,0.12,1.85,14.33
570,normal,Wed Nov  6 19:50:29 2019,0.14,2.12,14.34
571,normal,Wed Nov  6 19:50:30 2019,0.12,1.85,14.36
572,normal,Wed Nov  6 19:50:31 2019,0.13,1.98,14.34
573,normal,Wed Nov  6 19:50:32 2019,0.14,2.12,14.32
574,normal,Wed Nov  6 19:50:33 2019,0.12,1.85,14.33
575,normal,Wed Nov  6 19:50:34 2019,0.12,1.72,14.33
576,normal,Wed Nov  6 19:50:35 2019,0.12,1.72,14.33
577,normal,Wed Nov  6 19:50:36 2019,0.13,1.98,14.32
578,normal,Wed Nov  6 19:50:37 2019,0.13,1.98,14.34
579,normal,Wed Nov  6 19:50:38 2019,0.13,1.98,14.32
580,normal,Wed Nov  6 19:50:39 2019,0.12,1.85,14.34
581,normal,Wed Nov  6 19:50:40 2019,0.12,1.85,14.33
582,normal,Wed Nov  6 19:50:41 2019,0.13,1.98,14.32
583,normal,Wed Nov  6 19:50:42 2019,0.12,1.85,14.31
584,normal,Wed Nov  6 19:50:43 2019,0.13,1.98,14.31
585,normal,Wed Nov  6 19:50:44 2019,0.13,1.98,14.33
586,normal,Wed Nov  6 19:50:45 2019,0.13,1.98,14.34
587,normal,Wed Nov  6 19:50:46 2019,0.12,1.85,14.33
588,normal,Wed Nov  6 19:50:47 2019,0.12,1.85,14.32
589,normal,Wed Nov  6 19:50:48 2019,0.12,1.85,14.35
590,normal,Wed Nov  6 19:50:49 2019,0.12,1.85,14.34
591,normal,Wed Nov  6 19:50:50 2019,0.13,1.98,14.32
592,normal,Wed Nov  6 19:50:51 2019,0.12,1.85,14.33
593,normal,Wed Nov  6 19:50:52 2019,0.13,1.98,14.32
594,normal,Wed Nov  6 19:50:53 2019,0.12,1.85,14.36
595,normal,Wed Nov  6 19:50:54 2019,0.12,1.72,14.32
596,normal,Wed Nov  6 19:50:55 2019,0.12,1.72,14.32
597,normal,Wed Nov  6 19:50:56 2019,0.12,1.85,14.33
598,normal,Wed Nov  6 19:50:57 2019,0.12,1.72,14.34
599,normal,Wed Nov  6 19:50:58 2019,0.12,1.85,14.32
